id,title,include_status,screening_rationale,decision,reason
P1430,A multimodal dataset for training deep learning models aimed at detecting and analyzing sleep apnea,EXCLUDE,EC19: Focuses purely on dataset creation and benchmarks without presenting an evaluated smartphone-based screening algorithm with clinical metrics.,Exclusion,EC19: Focuses purely on dataset creation and benchmarks without presenting an evaluated smartphone-based screening algorithm with clinical metrics.
P1436,Generative AI Agents for Bedside Sleep Apnea Detection and Sleep Coaching,EXCLUDE,Pending Title and Abstract screening review,Exclusion,"Đánh giá dựa trên tập holdout gồm 500 đoạn clip âm thanh 10 giây cô lập, không đáp ứng tiêu chí ghi âm liên tục ít nhất 4 tiếng qua đêm cho mỗi đối tượng (vi phạm IC-DUR và bị loại bởi EC-EPOCH)."
P1444,Advancements in obstructive sleep apnea diagnosis and screening through artificial intelligence: a systematic review,EXCLUDE,EC20: Systematic review article.,Exclusion,EC20: Systematic review article.
P1445,The value of cough sound monitoring via an audio-enabled smartwatch for OSA screening in COPD patients: a cross-sectional exploratory study,EXCLUDE,EC5: Focuses on COPD patient population with confounding comorbidities.,Exclusion,EC5: Focuses on COPD patient population with confounding comorbidities.
P1455,Using Low-Cost Technology Devices for Monitoring Sleep and Environmental Factors Affecting It: A Systematic Review of the Literature,EXCLUDE,EC20: Systematic review article.,Exclusion,EC20: Systematic review article.
P1461,544-Feasibility of a Smartphone-Integrated Wireless Oximeter for Obstructive Sleep Apnea Diagnosis: A Pilot Study,EXCLUDE,EC22: Relies on an external peripheral sensor (wireless oximeter) rather than built-in smartphone sensors.,Exclusion,EC22: Relies on an external peripheral sensor (wireless oximeter) rather than built-in smartphone sensors.
P1464,Feasibility of high-resolution oximeter plus actigraphy combined with a cloud-based algorithm for the detection of obstructive sleep apnea in children with craniofacial …,EXCLUDE,EC11: Pediatric population study.,Exclusion,EC11: Pediatric population study.
P166,EarFusion: Quality-Aware Fusion of In-Ear Audio and Photoplethysmography for Heart Rate Monitoring,EXCLUDE,EC-EAR-BED: Uses in-ear audio sensing and PPG for heart rate monitoring rather than smartphone microphone/accelerometer for sleep apnea screening.,Exclusion,EC-EAR-BED: Uses in-ear audio sensing and PPG for heart rate monitoring rather than smartphone microphone/accelerometer for sleep apnea screening.
P169,Research on Customized Mobile Phone Appearance Design Integrating Artificial Intelligence Image Processing,EXCLUDE,EC-N: Focuses on smartphone appearance design and artificial intelligence image processing for aesthetics rather than medical screening.,Exclusion,EC-N: Focuses on smartphone appearance design and artificial intelligence image processing for aesthetics rather than medical screening.
P184,Demo: Fooling Eavesdroppers via On-Phone Metasurface and Spoofed Audio Information,EXCLUDE,EC-EXT: Relies on external specialized hardware such as off-the-shelf millimeter-wave radars and reconfigurable metasurfaces.,Exclusion,EC-EXT: Relies on external specialized hardware such as off-the-shelf millimeter-wave radars and reconfigurable metasurfaces.
P186,Hedgehog: Pushing the Range Limits of Ultrasonic Microphone Jammers,EXCLUDE,EC-PRO-MIC: Focuses on ultrasonic microphone jammers (UMJs) using external power amplifiers and loudspeakers.,Exclusion,EC-PRO-MIC: Focuses on ultrasonic microphone jammers (UMJs) using external power amplifiers and loudspeakers.
P192,A Batteryless Wireless Microphone Using RF Backscatter,EXCLUDE,EC-EXT: Uses a custom battery-free wireless microphone hardware tag utilizing RF backscatter and piezoelectric sensors.,Exclusion,EC-EXT: Uses a custom battery-free wireless microphone hardware tag utilizing RF backscatter and piezoelectric sensors.
P202,"<i>Wireless-Tap:</i>
            Automatic Transcription of Phone Calls Using Millimeter-Wave Radar Sensing",EXCLUDE,EC-EXT: Relies on external millimeter-wave radars operating in the 77-81 GHz range to eavesdrop on phone calls.,Exclusion,EC-EXT: Relies on external millimeter-wave radars operating in the 77-81 GHz range to eavesdrop on phone calls.
P206,Embodiment in Smartphone Augmented Reality: Effects on User Performance,EXCLUDE,EC-N: Investigates human-computer interaction and cognitive performance in smartphone augmented reality rather than medical diagnostics.,Exclusion,EC-N: Investigates human-computer interaction and cognitive performance in smartphone augmented reality rather than medical diagnostics.
P211,Detecting Human Presence via Smartphone BLE Beaconing: Preliminary Investigations,EXCLUDE,EC-S: Short poster presentation paper focusing on human presence detection via BLE beacon signals.,Exclusion,EC-S: Short poster presentation paper focusing on human presence detection via BLE beacon signals.
P214,Breaking the Resolution Barriers of mmWave Arrays via Null Steering for Sleep Monitoring in Multi-Person Scenarios,EXCLUDE,EC-EAR-BED: Uses commercial mmWave radar for sleep monitoring instead of built-in smartphone sensors.,Exclusion,EC-EAR-BED: Uses commercial mmWave radar for sleep monitoring instead of built-in smartphone sensors.
P217,AudioCast: Enabling Ubiquitous Connectivity for Embedded Systems through Audio-broadcasting Low-power Tags,EXCLUDE,EC-SYS: Focuses on low-power radio transmitter architecture and connectivity rather than sleep apnea screening.,Exclusion,EC-SYS: Focuses on low-power radio transmitter architecture and connectivity rather than sleep apnea screening.
P218,Digital Nudging in Mobile App Onboarding: Field Evidence on User Engagement,EXCLUDE,EC-SYS: Focuses on digital nudging and mobile app onboarding user engagement rather than sleep apnea screening.,Exclusion,EC-SYS: Focuses on digital nudging and mobile app onboarding user engagement rather than sleep apnea screening.
P220,Mobile App Quality Assessment: Leveraging LLM-Driven Data Augmentation for Enhanced User Reviews Analysis,EXCLUDE,EC-SYS: Focuses on mobile app quality assessment via user reviews analysis using LLMs.,Exclusion,EC-SYS: Focuses on mobile app quality assessment via user reviews analysis using LLMs.
P223,NapQuest: A Gamified Mobile App to Promote Power Napping Among University Students,EXCLUDE,EC-S: Work-in-Progress paper focusing on gamified power napping without clinical diagnostic validation or AHI estimation.,Exclusion,EC-S: Work-in-Progress paper focusing on gamified power napping without clinical diagnostic validation or AHI estimation.
P227,Satori: In-band Analog Backscatter for Audio Transmission,EXCLUDE,EC-SYS: Focuses on in-band analog backscatter for audio transmission in IoT applications.,Exclusion,EC-SYS: Focuses on in-band analog backscatter for audio transmission in IoT applications.
P228,CitizenVision: A Mobile App to Promote Citizen Engagement with Generative AI,EXCLUDE,EC-SYS: Focuses on generative AI for participatory urban planning and citizen engagement.,Exclusion,EC-SYS: Focuses on generative AI for participatory urban planning and citizen engagement.
P238,HRM^2Avatar: High-Fidelity Real-Time Mobile Avatars from Monocular Phone Scans,EXCLUDE,EC-SYS: Focuses on high-fidelity real-time mobile avatars from monocular phone scans for AR/VR.,Exclusion,EC-SYS: Focuses on high-fidelity real-time mobile avatars from monocular phone scans for AR/VR.
P239,Identity in the Making: Mobile Social Networking App and Identity Work of Organizational Newcomers,EXCLUDE,EC1: Focuses on network packet headers (Out of scope: Mobile social networking app and identity work),Exclusion,EC1: Focuses on network packet headers (Out of scope: Mobile social networking app and identity work)
P243,Respiration Rate Estimation via Smartwatch-based Photoplethysmography and Accelerometer Data: A Transfer Learning Approach,EXCLUDE,EC7: Requires specialized external peripheral sensors (Uses smartwatch PPG sensors rather than smartphone built-in sensors on the mattress),Exclusion,EC7: Requires specialized external peripheral sensors (Uses smartwatch PPG sensors rather than smartphone built-in sensors on the mattress)
P247,Privacy Silence: Trust and Boundary-Setting in Mobile Phone Use Within Intimate Relationships,EXCLUDE,EC1: Focuses on network packet headers (Out of scope: Privacy and trust in intimate relationships),Exclusion,EC1: Focuses on network packet headers (Out of scope: Privacy and trust in intimate relationships)
P250,Be Smart-Phone Zombie!: Guidance Display for Texting While Walking Using Striped Pattern and High-Speed Projection,EXCLUDE,EC1: Focuses on network packet headers (Out of scope: Guidance display for texting while walking),Exclusion,EC1: Focuses on network packet headers (Out of scope: Guidance display for texting while walking)
P257,WiLE-Audio: Wide-Coverage Low-Energy Audio via WiFi-BLE Cross-Technology Communication,EXCLUDE,EC1: Focuses on network packet headers (Out of scope: WiFi-BLE cross-technology communication for audio),Exclusion,EC1: Focuses on network packet headers (Out of scope: WiFi-BLE cross-technology communication for audio)
P265,SweePix! A Machine Learning Driven Gallery Cleaning App Adapted to User Behavior,EXCLUDE,EC1: Focuses on network packet headers (Out of scope: Gallery cleaning app),Exclusion,EC1: Focuses on network packet headers (Out of scope: Gallery cleaning app)
P269,MetaGuardian: Enhancing Voice Assistant Security through Advanced Acoustic Metamaterials,EXCLUDE,EC1: Focuses on network packet headers (Out of scope: Voice assistant security via acoustic metamaterials),Exclusion,EC1: Focuses on network packet headers (Out of scope: Voice assistant security via acoustic metamaterials)
P281,Leveraging Smartphone Human Interaction Routine Behavior Task Mining and Modeling for Daily Stress Monitoring,EXCLUDE,EC1: Focuses on network packet headers (Out of scope: Daily stress monitoring via routine behavior task mining),Exclusion,EC1: Focuses on network packet headers (Out of scope: Daily stress monitoring via routine behavior task mining)
P282,ArtEARial: Arterial Pressure Waveform Reconstruction Using Earbud Audio,EXCLUDE,EC-EAR-BED: Uses specialized earbuds for cardiovascular monitoring rather than smartphone microphone or accelerometer for sleep apnea screening.,Exclusion,EC-EAR-BED: Uses specialized earbuds for cardiovascular monitoring rather than smartphone microphone or accelerometer for sleep apnea screening.
P283,"Poster: Home-based, On-Device, Non-contact Sleep Staging with Infrared Video",EXCLUDE,EC-CAM: Monitoring relies on infrared video rather than smartphone built-in microphone or 3-axis accelerometer sensors.,Exclusion,EC-CAM: Monitoring relies on infrared video rather than smartphone built-in microphone or 3-axis accelerometer sensors.
P287,Learning Effect Evaluation of Mobile Eye-Tracking APP Based on LSTM Deep Learning Model,EXCLUDE,EC-SYS: Focuses on mobile eye-tracking and learning outcome evaluation rather than sleep apnea screening.,Exclusion,EC-SYS: Focuses on mobile eye-tracking and learning outcome evaluation rather than sleep apnea screening.
P288,SMARTFOOD: An LLM-Driven Ubiquitous Mobile App for Context-Aware Restaurant Recommendation,EXCLUDE,EC-SYS: Focuses on an LLM-driven restaurant recommendation mobile application without any sleep apnea or AHI screening experiments.,Exclusion,EC-SYS: Focuses on an LLM-driven restaurant recommendation mobile application without any sleep apnea or AHI screening experiments.
P290,Factors Associated with Problematic Mobile Phone Use among Sub-Saharan African Populations: Moderating Effect of Gender,EXCLUDE,EC-SYS: Investigates psychological factors associated with problematic mobile phone use rather than sleep apnea screening.,Exclusion,EC-SYS: Investigates psychological factors associated with problematic mobile phone use rather than sleep apnea screening.
P292,Multi-user Intelligent Personalized Acoustic Field Manipulation,EXCLUDE,EC-SYS: Focuses on personalized acoustic field manipulation and directional audio delivery without targeting sleep apnea screening.,Exclusion,EC-SYS: Focuses on personalized acoustic field manipulation and directional audio delivery without targeting sleep apnea screening.
P300,Saga: Understanding Stories in Mobile App Reviews,EXCLUDE,EC-SYS: Focuses on natural language processing of mobile app reviews and storytelling rather than sleep apnea screening.,Exclusion,EC-SYS: Focuses on natural language processing of mobile app reviews and storytelling rather than sleep apnea screening.
P302,Enhancing Smartphone-based Inertial Indoor Tracking with Conversational User Input,EXCLUDE,EC-SYS: Focuses on inertial indoor tracking and navigation using conversational user input rather than sleep apnea screening.,Exclusion,EC-SYS: Focuses on inertial indoor tracking and navigation using conversational user input rather than sleep apnea screening.
